# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
13.1           	U              	(2.89136357e-01 1.90441302e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.89136357e-01 1.90441302e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.15          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.15          	U              	(2.89497991e-01 1.89503260e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.89497991e-01 1.89503260e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.2           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.2           	U              	(2.89857606e-01 1.88569496e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.89857606e-01 1.88569496e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.25          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.25          	U              	(2.90215215e-01 1.87639999e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.90215215e-01 1.87639999e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.3           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.3           	U              	(2.90570830e-01 1.86714756e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.90570830e-01 1.86714756e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.35          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.35          	U              	(2.90924463e-01 1.85793754e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.90924463e-01 1.85793754e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.4           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.4           	U              	(2.91276127e-01 1.84876982e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.91276127e-01 1.84876982e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.45          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.45          	U              	(2.91625832e-01 1.83964426e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.91625832e-01 1.83964426e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.5           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.5           	U              	(2.91973592e-01 1.83056075e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.91973592e-01 1.83056075e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.55          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.55          	U              	(2.92319417e-01 1.82151915e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.92319417e-01 1.82151915e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.6           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.6           	U              	(2.92663321e-01 1.81251933e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.92663321e-01 1.81251933e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.65          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.65          	U              	(2.93005313e-01 1.80356117e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.93005313e-01 1.80356117e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.7           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.7           	U              	(2.93345407e-01 1.79464454e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.93345407e-01 1.79464454e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.75          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.75          	U              	(2.93683612e-01 1.78576930e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.93683612e-01 1.78576930e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.8           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.8           	U              	(2.94019942e-01 1.77693531e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.94019942e-01 1.77693531e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.85          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.85          	U              	(2.94354406e-01 1.76814246e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.94354406e-01 1.76814246e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.9           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.9           	U              	(2.94687017e-01 1.75939060e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.94687017e-01 1.75939060e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
13.95          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
13.95          	U              	(2.95017785e-01 1.75067960e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.95017785e-01 1.75067960e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14             	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14             	U              	(2.95346722e-01 1.74200932e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.95346722e-01 1.74200932e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.05          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.05          	U              	(2.95673839e-01 1.73337962e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.95673839e-01 1.73337962e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.1           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.1           	U              	(2.95999146e-01 1.72479038e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.95999146e-01 1.72479038e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.15          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.15          	U              	(2.96322655e-01 1.71624144e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.96322655e-01 1.71624144e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.2           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.2           	U              	(2.96644376e-01 1.70773268e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.96644376e-01 1.70773268e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.25          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.25          	U              	(2.96964319e-01 1.69926395e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.96964319e-01 1.69926395e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.3           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.3           	U              	(2.97282497e-01 1.69083512e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.97282497e-01 1.69083512e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.35          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.35          	U              	(2.97598919e-01 1.68244603e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.97598919e-01 1.68244603e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.4           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.4           	U              	(2.97913595e-01 1.67409656e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.97913595e-01 1.67409656e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.45          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.45          	U              	(2.98226537e-01 1.66578656e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.98226537e-01 1.66578656e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.5           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.5           	U              	(2.98537754e-01 1.65751589e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.98537754e-01 1.65751589e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.55          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.55          	U              	(2.98847257e-01 1.64928440e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.98847257e-01 1.64928440e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.6           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.6           	U              	(2.99155057e-01 1.64109196e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.99155057e-01 1.64109196e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.65          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.65          	U              	(2.99461162e-01 1.63293842e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.99461162e-01 1.63293842e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.7           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.7           	U              	(2.99765584e-01 1.62482364e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(2.99765584e-01 1.62482364e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.75          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.75          	U              	(3.00068332e-01 1.61674747e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.00068332e-01 1.61674747e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.8           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.8           	U              	(3.00369417e-01 1.60870977e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.00369417e-01 1.60870977e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.85          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.85          	U              	(3.00668848e-01 1.60071039e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.00668848e-01 1.60071039e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.9           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.9           	U              	(3.00966635e-01 1.59274920e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.00966635e-01 1.59274920e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
14.95          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
14.95          	U              	(3.01262788e-01 1.58482604e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.01262788e-01 1.58482604e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15             	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15             	U              	(3.01557316e-01 1.57694077e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.01557316e-01 1.57694077e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.05          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.05          	U              	(3.01850230e-01 1.56909324e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.01850230e-01 1.56909324e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.1           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.1           	U              	(3.02141538e-01 1.56128331e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.02141538e-01 1.56128331e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.15          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.15          	U              	(3.02431251e-01 1.55351083e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.02431251e-01 1.55351083e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.2           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.2           	U              	(3.02719377e-01 1.54577567e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.02719377e-01 1.54577567e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.25          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.25          	U              	(3.03005927e-01 1.53807766e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.03005927e-01 1.53807766e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.3           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.3           	U              	(3.03290909e-01 1.53041666e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.03290909e-01 1.53041666e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.35          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.35          	U              	(3.03574332e-01 1.52279253e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.03574332e-01 1.52279253e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.4           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.4           	U              	(3.03856207e-01 1.51520513e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.03856207e-01 1.51520513e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.45          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.45          	U              	(3.04136541e-01 1.50765430e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.04136541e-01 1.50765430e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.5           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.5           	U              	(3.04415345e-01 1.50013989e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.04415345e-01 1.50013989e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.55          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.55          	U              	(3.04692627e-01 1.49266177e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.04692627e-01 1.49266177e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.6           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.6           	U              	(3.04968395e-01 1.48521978e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.04968395e-01 1.48521978e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.65          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.65          	U              	(3.05242660e-01 1.47781378e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.05242660e-01 1.47781378e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.7           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.7           	U              	(3.05515430e-01 1.47044362e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.05515430e-01 1.47044362e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.75          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.75          	U              	(3.05786713e-01 1.46310915e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.05786713e-01 1.46310915e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.8           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.8           	U              	(3.06056519e-01 1.45581023e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.06056519e-01 1.45581023e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.85          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.85          	U              	(3.06324855e-01 1.44854671e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.06324855e-01 1.44854671e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.9           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.9           	U              	(3.06591731e-01 1.44131844e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.06591731e-01 1.44131844e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
15.95          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
15.95          	U              	(3.06857156e-01 1.43412528e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.06857156e-01 1.43412528e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16             	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16             	U              	(3.07121137e-01 1.42696708e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.07121137e-01 1.42696708e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.05          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.05          	U              	(3.07383683e-01 1.41984369e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.07383683e-01 1.41984369e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.1           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.1           	U              	(3.07644802e-01 1.41275498e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.07644802e-01 1.41275498e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.15          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.15          	U              	(3.07904504e-01 1.40570078e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.07904504e-01 1.40570078e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.2           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.2           	U              	(3.08162795e-01 1.39868096e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.08162795e-01 1.39868096e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.25          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.25          	U              	(3.08419685e-01 1.39169537e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.08419685e-01 1.39169537e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.3           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.3           	U              	(3.08675182e-01 1.38474386e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.08675182e-01 1.38474386e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.35          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.35          	U              	(3.08929293e-01 1.37782628e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.08929293e-01 1.37782628e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
